"id","fqdn/ip","port","severity","finding","cve","cwe"
"FS_ciphers","candidat.conseiller-numerique.gouv.fr/185.42.117.109","443","INFO","DHE-RSA-AES128-GCM-SHA256 DHE-RSA-AES256-GCM-SHA384 ECDHE-RSA-AES128-GCM-SHA256 ECDHE-RSA-AES256-GCM-SHA384","",""
"FS_ECDHE_curves","candidat.conseiller-numerique.gouv.fr/185.42.117.109","443","OK","prime256v1","",""
"TLS_extensions","candidat.conseiller-numerique.gouv.fr/185.42.117.109","443","INFO","'renegotiation info/#65281' 'supported versions/#43' 'key share/#51' 'max fragment length/#1' 'extended master secret/#23'","",""
"TLS_session_ticket","candidat.conseiller-numerique.gouv.fr/185.42.117.109","443","INFO","no -- no lifetime advertised","",""
"SSL_sessionID_support","candidat.conseiller-numerique.gouv.fr/185.42.117.109","443","INFO","no","",""
"sessionresumption_ticket","candidat.conseiller-numerique.gouv.fr/185.42.117.109","443","INFO","not supported","",""
"sessionresumption_ID","candidat.conseiller-numerique.gouv.fr/185.42.117.109","443","INFO","No Session ID, no resumption","",""
"TLS_timestamp","candidat.conseiller-numerique.gouv.fr/185.42.117.109","443","INFO","random","",""
"certificate_compression","candidat.conseiller-numerique.gouv.fr/185.42.117.109","443","INFO","none","",""
"clientAuth","candidat.conseiller-numerique.gouv.fr/185.42.117.109","443","INFO","none","",""
"cert_numbers","candidat.conseiller-numerique.gouv.fr/185.42.117.109","443","INFO","1","",""
"cert_signatureAlgorithm","candidat.conseiller-numerique.gouv.fr/185.42.117.109","443","OK","SHA256 with RSA","",""
"cert_keySize","candidat.conseiller-numerique.gouv.fr/185.42.117.109","443","INFO","RSA 2048 bits (exponent is 65537)","",""
"cert_keyUsage","candidat.conseiller-numerique.gouv.fr/185.42.117.109","443","INFO","Digital Signature, Key Encipherment","",""
"cert_extKeyUsage","candidat.conseiller-numerique.gouv.fr/185.42.117.109","443","INFO","TLS Web Server Authentication, TLS Web Client Authentication","",""
"cert_serialNumber","candidat.conseiller-numerique.gouv.fr/185.42.117.109","443","INFO","0351F464DE34E206CD207B676287D278703F","",""
"cert_serialNumberLen","candidat.conseiller-numerique.gouv.fr/185.42.117.109","443","INFO","18","",""
"cert_fingerprintSHA1","candidat.conseiller-numerique.gouv.fr/185.42.117.109","443","INFO","CFDCF7B469443D45562D107563240B431659CF54","",""
"cert_fingerprintSHA256","candidat.conseiller-numerique.gouv.fr/185.42.117.109","443","INFO","4FBF6743E37DF01363CD03EA69780A38B6873864F9A536933AD31F34B92A3311","",""
